EDG,43,119
BAL,53,109
SFP,62,100
PAD,65,97
MNM,66,96
TRI,67,95
SKY,67,95
KAT,69,93
SDQ,73,89
NJR,74,88
CAN,81,81
HAV,84,78
NYK,87,75
BOW,87,75
MCM,88,74
COU,88,74
MAD,90,72
WMS,91,71
POR,94,68
SEA,94,68
CSG,96,66
ODM,102,60
PHI,109,53
GTY,114,48
