BAL,46,116
NYK,48,114
NJR,60,102
SFP,60,102
TRI,72,90
GTY,73,89
MCM,73,88
WMS,74,88
MOR,74,88
POR,78,84
HAV,80,82
SKY,80,82
CSG,81,81
ODM,84,78
PAD,84,78
KAT,89,73
MNM,94,68
CAN,94,68
SDQ,95,67
COU,97,65
BOW,98,63
MAD,99,63
PHI,101,61
SEA,109,53
